Date	Site	Keyword	Market	Location	Device	Google	Google Base Rank	Yahoo	Bing	Google URL	Yahoo URL	Bing URL	Advertiser Competition	Global Monthly Searches	Regional Monthly Searches	CPC	Tags
2016-02-09	STAT	best way to track keywords	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / discovery
2016-02-10	STAT	best way to track keywords	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / discovery
2016-02-11	STAT	best way to track keywords	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / discovery
2016-02-12	STAT	best way to track keywords	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / discovery
2016-02-13	STAT	best way to track keywords	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / discovery
2016-02-14	STAT	best way to track keywords	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / discovery
2016-02-15	STAT	best way to track keywords	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / discovery
2016-02-01	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-02	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-03	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-04	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-05	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-06	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-07	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-08	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-09	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-10	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-11	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-12	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-13	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-14	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-15	STAT	best way to track keywords	US-en		smartphone								0	0	0	0.00	discovery
2016-02-01	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-02	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-03	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-04	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-05	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-06	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-07	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-08	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-09	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-10	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-11	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-12	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-13	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-14	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-15	STAT	big data seo	GB-en		desktop								0.55	40	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-01	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-02	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-03	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-04	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-05	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-06	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-07	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-08	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-09	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-10	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-11	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-12	STAT	big data seo	US-en		desktop	97	97			getstat.com/supercharge-seo-html-google-serps/			0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-13	STAT	big data seo	US-en		desktop	100	100			getstat.com/supercharge-seo-html-google-serps/			0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-14	STAT	big data seo	US-en		desktop								0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-15	STAT	big data seo	US-en		desktop	98	98			getstat.com/supercharge-seo-html-google-serps/			0.81	40	10	26.65	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-01	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-02	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-03	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-04	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-05	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-06	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-07	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-08	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-09	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-10	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-11	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-12	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-13	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-14	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-15	STAT	big seo	GB-en		desktop								0.29	90	10	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-01	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-02	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-03	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-04	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-05	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-06	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-07	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-08	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-09	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-10	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-11	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-12	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-13	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-14	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-15	STAT	big seo	US-en		desktop								0.61	90	10	9.79	desktop keywords / desktop, us-en / google webmaster tools
2016-02-01	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-02	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-03	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-04	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-05	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-06	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-07	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-08	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-09	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-10	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-11	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-12	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-13	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-14	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-15	STAT	bills.com seo manager	GB-en		desktop								0	0	0	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-01	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-02	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-03	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-04	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-05	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-06	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-07	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-08	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-09	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-10	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-11	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-12	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-13	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-14	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-15	STAT	bills.com seo manager	US-en		desktop								0	0	0	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-01	STAT	bing and yahoo	GB-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-02	STAT	bing and yahoo	GB-en		desktop			17	17		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-03	STAT	bing and yahoo	GB-en		desktop			17	17		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-04	STAT	bing and yahoo	GB-en		desktop			19	19		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-05	STAT	bing and yahoo	GB-en		desktop			17	17		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-06	STAT	bing and yahoo	GB-en		desktop			32	32		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-07	STAT	bing and yahoo	GB-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-08	STAT	bing and yahoo	GB-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-09	STAT	bing and yahoo	GB-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-10	STAT	bing and yahoo	GB-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-11	STAT	bing and yahoo	GB-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-12	STAT	bing and yahoo	GB-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-13	STAT	bing and yahoo	GB-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-14	STAT	bing and yahoo	GB-en		desktop			15	15		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-15	STAT	bing and yahoo	GB-en		desktop			12	12		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	110	20	0.00	desktop keywords / desktop, gb-en / google webmaster tools
2016-02-01	STAT	bing and yahoo	US-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-02	STAT	bing and yahoo	US-en		desktop			6	6		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-03	STAT	bing and yahoo	US-en		desktop			9	9		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-04	STAT	bing and yahoo	US-en		desktop			7	7		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-05	STAT	bing and yahoo	US-en		desktop			13	13		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-06	STAT	bing and yahoo	US-en		desktop			9	9		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-07	STAT	bing and yahoo	US-en		desktop			16	16		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-08	STAT	bing and yahoo	US-en		desktop			6	6		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-09	STAT	bing and yahoo	US-en		desktop			8	8		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-10	STAT	bing and yahoo	US-en		desktop			9	9		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-11	STAT	bing and yahoo	US-en		desktop			9	9		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-12	STAT	bing and yahoo	US-en		desktop			9	9		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-13	STAT	bing and yahoo	US-en		desktop			12	12		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-14	STAT	bing and yahoo	US-en		desktop								0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-15	STAT	bing and yahoo	US-en		desktop			12	12		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	desktop keywords / desktop, us-en / google webmaster tools
2016-02-01	STAT	bing and yahoo	US-en		smartphone			9	9		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-02	STAT	bing and yahoo	US-en		smartphone								0.01	110	70	0.00	
2016-02-03	STAT	bing and yahoo	US-en		smartphone			17	17		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-04	STAT	bing and yahoo	US-en		smartphone								0.01	110	70	0.00	
2016-02-05	STAT	bing and yahoo	US-en		smartphone			10	10		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-06	STAT	bing and yahoo	US-en		smartphone			13	13		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-07	STAT	bing and yahoo	US-en		smartphone			7	7		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-08	STAT	bing and yahoo	US-en		smartphone								0.01	110	70	0.00	
2016-02-09	STAT	bing and yahoo	US-en		smartphone			8	8		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-10	STAT	bing and yahoo	US-en		smartphone			5	5		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-11	STAT	bing and yahoo	US-en		smartphone			9	9		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-12	STAT	bing and yahoo	US-en		smartphone			9	9		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-13	STAT	bing and yahoo	US-en		smartphone			6	6		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-14	STAT	bing and yahoo	US-en		smartphone								0.01	110	70	0.00	
2016-02-15	STAT	bing and yahoo	US-en		smartphone			14	14		getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0.01	110	70	0.00	
2016-02-01	STAT	bing api for rankings	GB-en		desktop	23	23			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-02	STAT	bing api for rankings	GB-en		desktop	26	26	34	34	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-03	STAT	bing api for rankings	GB-en		desktop	23	23			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-04	STAT	bing api for rankings	GB-en		desktop	25	25			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-05	STAT	bing api for rankings	GB-en		desktop	24	24			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-06	STAT	bing api for rankings	GB-en		desktop	23	23			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-07	STAT	bing api for rankings	GB-en		desktop	21	21			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-08	STAT	bing api for rankings	GB-en		desktop	20	20			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-09	STAT	bing api for rankings	GB-en		desktop	20	20			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-10	STAT	bing api for rankings	GB-en		desktop	21	21			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-11	STAT	bing api for rankings	GB-en		desktop	19	19			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-12	STAT	bing api for rankings	GB-en		desktop	18	18			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-13	STAT	bing api for rankings	GB-en		desktop	18	18			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-14	STAT	bing api for rankings	GB-en		desktop	18	18			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-15	STAT	bing api for rankings	GB-en		desktop	19	19			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, gb-en / getstat / google webmaster tools
2016-02-01	STAT	bing api for rankings	US-en		desktop	21	21			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-02	STAT	bing api for rankings	US-en		desktop	22	22			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-03	STAT	bing api for rankings	US-en		desktop	22	22			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-04	STAT	bing api for rankings	US-en		desktop	22	22			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-05	STAT	bing api for rankings	US-en		desktop	22	22			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-06	STAT	bing api for rankings	US-en		desktop	19	19			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-07	STAT	bing api for rankings	US-en		desktop	22	22	46	46	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-08	STAT	bing api for rankings	US-en		desktop	21	21			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-09	STAT	bing api for rankings	US-en		desktop	22	22	45	45	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-10	STAT	bing api for rankings	US-en		desktop	17	17	42	42	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-11	STAT	bing api for rankings	US-en		desktop	18	18			getstat.com/are-yahoo-bing-now-the-same/			0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
2016-02-12	STAT	bing api for rankings	US-en		desktop	16	16	42	42	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	getstat.com/are-yahoo-bing-now-the-same/	0	0	0	0.00	desktop keywords / desktop, us-en / getstat / google webmaster tools
